Pearson_cc	cycle_cover	cycle_abundance	P-value
0.994559178392	1 3 4 5 6 7 	(2, 4, 2, 2, 7, 3)	4.61155232117e-28
0.994039689998	1 3 4 5 6 7 	(2, 4, 2, 2, 7, 4)	1.57467126812e-27
0.993714113791	1 3 4 5 6 7 	(1, 2, 1, 1, 4, 2)	3.22242931498e-27
0.993714113791	2 3 4 6 7 	(1, 2, 2, 5, 2)	3.22242931498e-27
0.993454486402	2 3 4 6 7 	(2, 3, 3, 7, 3)	5.55671118004e-27
0.993454486402	1 2 3 4 5 6 7 	(1, 1, 3, 2, 1, 6, 3)	5.55671118004e-27
0.993454486402	1 3 4 5 6 7 	(2, 3, 1, 2, 5, 3)	5.55671118004e-27
0.993213080159	1 3 4 5 6 7 	(2, 3, 2, 2, 6, 3)	9.0478904174e-27
0.993213080159	1 2 3 4 5 6 7 	(1, 1, 3, 3, 1, 7, 3)	9.0478904174e-27
0.992713579173	1 3 4 5 6 7 	(2, 3, 2, 2, 7, 4)	2.35310747415e-26
0.992683444879	1 3 4 5 6 7 	(3, 4, 2, 3, 7, 4)	2.48749802131e-26
0.992623259044	1 2 3 4 5 6 7 	(1, 1, 4, 3, 1, 7, 3)	2.77742019153e-26
0.992623259044	1 3 4 5 6 7 	(2, 4, 2, 2, 6, 3)	2.77742019153e-26
0.992603834501	1 3 4 5 6 7 	(3, 5, 2, 3, 7, 3)	2.87746813084e-26
0.99254355489	1 3 4 5 6 7 	(2, 3, 2, 2, 6, 4)	3.20957812463e-26
0.99254355489	1 2 3 4 5 6 7 	(1, 1, 3, 3, 1, 7, 4)	3.20957812463e-26
0.992371521415	1 3 4 5 6 7 	(2, 3, 2, 1, 7, 4)	4.36258784044e-26
0.992242366328	1 3 4 5 6 7 	(2, 4, 1, 2, 6, 3)	5.46826713788e-26
0.992242366328	1 2 3 4 5 6 7 	(1, 1, 4, 2, 1, 7, 3)	5.46826713788e-26
0.992074393843	1 3 4 5 6 7 	(1, 2, 2, 1, 5, 3)	7.29486449098e-26
0.992074393843	2 3 4 6 7 	(1, 2, 3, 6, 3)	7.29486449098e-26
0.991777989807	1 3 4 5 6 7 	(1, 3, 2, 1, 6, 3)	1.19544629557e-25
0.991777989807	2 3 4 6 7 	(1, 3, 3, 7, 3)	1.19544629557e-25
0.991766384996	1 3 4 5 6 7 	(2, 4, 2, 1, 7, 3)	1.21834418844e-25
0.991718754597	1 3 4 5 6 7 	(3, 5, 1, 3, 7, 3)	1.31664295494e-25
0.991666892367	1 3 4 5 6 7 	(3, 4, 1, 2, 7, 4)	1.4319884741e-25
0.991564201692	1 3 4 5 6 7 	(3, 5, 2, 3, 7, 4)	1.68844997209e-25
0.991496793152	1 3 4 5 6 7 	(3, 4, 2, 2, 7, 4)	1.87923338104e-25
0.991439863349	1 3 4 5 6 7 	(3, 5, 1, 3, 7, 4)	2.05569501678e-25
0.991434448876	1 2 3 4 5 6 7 	(1, 1, 3, 2, 1, 5, 2)	2.07325268129e-25
0.991434448876	1 3 4 5 6 7 	(2, 3, 1, 2, 4, 2)	2.07325268129e-25
0.991434448876	2 3 4 6 7 	(2, 3, 3, 6, 2)	2.07325268129e-25
0.991186686177	1 3 4 5 6 7 	(2, 4, 2, 3, 7, 4)	3.04233241359e-25
