Pearson_cc	cycle_cover	cycle_abundance	P-value
0.993714113791	1 3 4 5 6 7 	(1, 2, 1, 1, 2, 4)	3.22242931498e-27
0.991434448876	1 3 4 5 6 7 	(2, 3, 1, 2, 2, 4)	2.07325268129e-25
0.991087651442	2 3 4 6 7 	(1, 2, 2, 1, 4)	3.53565552368e-25
0.991087651442	1 3 4 5 6 7 	(1, 2, 1, 1, 1, 3)	3.53565552368e-25
0.988230715798	1 3 4 5 6 7 	(1, 2, 2, 1, 2, 4)	1.48405005459e-23
0.98653717349	2 3 4 6 7 	(1, 2, 2, 2, 4)	9.02315747634e-23
0.98653717349	1 3 4 5 6 7 	(1, 2, 1, 1, 2, 3)	9.02315747634e-23
0.986112596629	1 3 4 5 6 7 	(1, 2, 1, 1, 3, 4)	1.36874924059e-22
0.985600258718	1 3 4 5 6 7 	(1, 1, 1, 1, 2, 3)	2.22548753523e-22
0.985600258718	2 3 4 6 7 	(1, 1, 2, 2, 4)	2.22548753523e-22
0.985367426378	1 3 4 5 6 7 	(2, 2, 1, 2, 3, 4)	2.75977942532e-22
0.984216201569	1 3 4 5 6 7 	(2, 3, 1, 2, 3, 4)	7.62028805841e-22
0.983538822986	1 3 5 6 7 	(2, 3, 2, 2, 4)	1.33848553558e-21
0.983465221891	1 3 4 5 6 7 	(1, 3, 1, 1, 1, 4)	1.42096174232e-21
0.982920776203	1 3 4 5 6 7 	(1, 2, 2, 2, 2, 4)	2.19350175219e-21
0.982897842198	1 3 4 5 6 7 	(1, 2, 2, 2, 3, 4)	2.23330027796e-21
0.982601254034	1 3 4 5 6 7 	(1, 3, 1, 2, 2, 4)	2.81188064186e-21
0.982359024509	1 3 4 5 6 7 	(1, 3, 1, 1, 2, 4)	3.38409657989e-21
0.982222291603	2 3 4 5 6 7 	(1, 2, 2, 1, 2, 4)	3.75286072517e-21
0.982222291603	1 3 4 5 6 7 	(1, 2, 1, 2, 2, 3)	3.75286072517e-21
0.982142225105	1 3 4 5 6 7 	(2, 3, 1, 3, 2, 4)	3.98570039742e-21
0.982141322877	1 3 4 5 6 7 	(2, 3, 1, 3, 3, 4)	3.98839863792e-21
0.981579375751	1 3 4 5 6 7 	(2, 3, 1, 2, 1, 4)	6.03962966351e-21
0.981315083655	1 3 4 5 6 7 	(1, 1, 2, 1, 3, 4)	7.30901584266e-21
0.98124222659	1 3 4 5 6 7 	(1, 3, 2, 2, 2, 4)	7.69998674086e-21
0.980991457896	1 3 4 5 6 7 	(1, 2, 2, 1, 3, 4)	9.19840473419e-21
0.980672703067	1 3 4 5 6 7 	(1, 2, 1, 2, 3, 4)	1.14921507339e-20
0.980514907693	1 3 4 5 6 7 	(2, 4, 1, 3, 2, 4)	1.28136340585e-20
0.980325813276	1 3 4 5 6 7 	(2, 2, 1, 1, 2, 4)	1.45818839592e-20
0.980277236323	1 3 4 5 6 7 	(2, 3, 1, 1, 2, 4)	1.5071207956e-20
0.979861249808	1 3 4 5 6 7 	(2, 4, 1, 2, 1, 4)	1.99279009545e-20
0.979474487229	1 3 4 5 6 7 	(2, 2, 1, 1, 3, 4)	2.57042891184e-20
0.979165766476	1 3 4 5 6 7 	(2, 2, 1, 2, 2, 4)	3.13867012415e-20
0.979074608874	1 3 4 5 6 7 	(1, 1, 1, 1, 3, 4)	3.32743772178e-20
0.978949628868	1 3 4 5 6 7 	(2, 3, 2, 2, 2, 4)	3.60333371633e-20
0.97854979812	1 3 5 6 7 	(3, 4, 3, 2, 4)	4.63448510657e-20
0.97842620212	1 3 5 6 7 	(2, 3, 2, 3, 4)	5.00462633932e-20
0.978405359579	1 3 5 6 7 	(2, 3, 1, 2, 4)	5.06967352645e-20
0.978332931829	1 2 3 4 5 6 7 	(1, 1, 2, 2, 1, 2, 4)	5.30183898784e-20
0.978332931829	1 3 4 5 6 7 	(2, 2, 1, 2, 2, 3)	5.30183898784e-20
0.978063099635	1 3 4 5 6 7 	(2, 3, 2, 3, 2, 4)	6.25607659826e-20
0.978053521936	1 3 4 5 6 7 	(1, 2, 1, 2, 2, 4)	6.29269738441e-20
0.978006452311	1 2 3 4 5 6 7 	(1, 1, 3, 1, 1, 1, 4)	6.47556794354e-20
0.978006452311	1 3 5 6 7 	(2, 3, 2, 1, 3)	6.47556794354e-20
0.977846381545	1 3 4 5 6 7 	(2, 4, 1, 2, 2, 4)	7.1348696393e-20
0.977516456996	1 3 4 5 6 7 	(2, 2, 2, 2, 3, 4)	8.69390847906e-20
0.977435384545	1 3 4 5 6 7 	(2, 3, 2, 3, 3, 4)	9.12244310249e-20
0.977430614638	1 3 4 5 6 7 	(3, 4, 1, 3, 2, 4)	9.14825422241e-20
0.977384919822	1 3 4 5 6 7 	(1, 3, 2, 2, 1, 4)	9.39896401584e-20
0.977024603564	1 3 4 5 6 7 	(2, 4, 1, 3, 1, 4)	1.16101039439e-19
0.976503323583	1 3 5 6 7 	(2, 3, 2, 2, 3)	1.56690031485e-19
